qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.05925607681274414,0.09947013854980469,0.0962381362915039,0.10582923889160156,0.1002969741821289,0.11310434341430664,0.0362238883972168
0.058328866958618164,0.0975186824798584,0.0958242416381836,0.10262298583984375,0.10598087310791016,0.1126401424407959,0.03605198860168457
0.05883908271789551,0.0963282585144043,0.0985879898071289,0.10166096687316895,0.09871888160705566,0.11090302467346191,0.03653693199157715
0.05927228927612305,0.09940409660339355,0.09960317611694336,0.09887385368347168,0.10088825225830078,0.11349725723266602,0.036705970764160156
0.05923295021057129,0.09812021255493164,0.0996558666229248,0.10719680786132812,0.09570622444152832,0.11262297630310059,0.03596901893615723
0.05931425094604492,0.09764623641967773,0.09414386749267578,0.0981440544128418,0.0961301326751709,0.11255216598510742,0.03591299057006836
0.0561068058013916,0.09692096710205078,0.10170793533325195,0.10291814804077148,0.1022188663482666,0.1146697998046875,0.03686809539794922
0.05983090400695801,0.09818291664123535,0.10670065879821777,0.10187816619873047,0.09778666496276855,0.11385416984558105,0.036234140396118164
0.06167292594909668,0.101776123046875,0.10444092750549316,0.10499691963195801,0.1036837100982666,0.11789417266845703,0.03696799278259277
0.05928516387939453,0.10455489158630371,0.09985804557800293,0.11279702186584473,0.09850382804870605,0.11981081962585449,0.03663778305053711
0.058007001876831055,0.09600615501403809,0.10037398338317871,0.10156416893005371,0.10190510749816895,0.11652207374572754,0.03700613975524902
0.05941295623779297,0.09899687767028809,0.09746789932250977,0.10082006454467773,0.10400176048278809,0.11435294151306152,0.03695797920227051
0.05942392349243164,0.09798288345336914,0.09536194801330566,0.09931230545043945,0.10273504257202148,0.11847305297851562,0.03593111038208008
0.05925488471984863,0.09943199157714844,0.09822392463684082,0.09802722930908203,0.10320782661437988,0.11215806007385254,0.03710317611694336
0.0587000846862793,0.1005561351776123,0.0991978645324707,0.10306406021118164,0.09905505180358887,0.11477017402648926,0.036897897720336914
0.05709695816040039,0.09816384315490723,0.10062599182128906,0.0978090763092041,0.09811615943908691,0.11164975166320801,0.03693389892578125
0.0586857795715332,0.09602689743041992,0.09734511375427246,0.09941506385803223,0.10285329818725586,0.11395621299743652,0.03541827201843262
0.058316946029663086,0.09530401229858398,0.09765195846557617,0.09859299659729004,0.0984659194946289,0.11959505081176758,0.037879228591918945
0.05837297439575195,0.0968167781829834,0.09595394134521484,0.10425209999084473,0.10427713394165039,0.11673116683959961,0.03574991226196289
0.05826592445373535,0.09758996963500977,0.096710205078125,0.10728883743286133,0.10088896751403809,0.11626696586608887,0.036386966705322266
0.05680990219116211,0.1013498306274414,0.09708714485168457,0.11394906044006348,0.11074090003967285,0.12225914001464844,0.037882089614868164
0.06386804580688477,0.09542226791381836,0.1098477840423584,0.10091805458068848,0.0991511344909668,0.11346316337585449,0.03863191604614258
0.058326005935668945,0.09491300582885742,0.09681200981140137,0.12882685661315918,0.10633993148803711,0.1158590316772461,0.04018211364746094
0.056494712829589844,0.09501075744628906,0.09877610206604004,0.10734105110168457,0.09863495826721191,0.11607694625854492,0.0363922119140625
0.058585166931152344,0.09758186340332031,0.09844708442687988,0.09981274604797363,0.10329985618591309,0.1121819019317627,0.03823685646057129
0.06529712677001953,0.1231088638305664,0.0992889404296875,0.10165691375732422,0.10323190689086914,0.11762785911560059,0.038253068923950195
0.05746722221374512,0.09546899795532227,0.09505009651184082,0.10931801795959473,0.10225319862365723,0.11577916145324707,0.03560018539428711
0.05954408645629883,0.09791088104248047,0.10240793228149414,0.0989079475402832,0.10054516792297363,0.1163330078125,0.03655719757080078
0.060301780700683594,0.1007082462310791,0.10441184043884277,0.10460114479064941,0.10039591789245605,0.11714816093444824,0.03816986083984375
0.06201982498168945,0.09856939315795898,0.09752893447875977,0.09748482704162598,0.09952712059020996,0.11411786079406738,0.03743171691894531
0.06062483787536621,0.10663127899169922,0.10016608238220215,0.10711193084716797,0.09808707237243652,0.11485624313354492,0.0410311222076416
0.05829215049743652,0.09530496597290039,0.10021710395812988,0.11055803298950195,0.10432887077331543,0.11375904083251953,0.03955078125
0.06083106994628906,0.10064983367919922,0.1108391284942627,0.10572576522827148,0.10109972953796387,0.1222989559173584,0.03520798683166504
0.06080293655395508,0.09657692909240723,0.1058492660522461,0.1055901050567627,0.12572693824768066,0.11434006690979004,0.036653995513916016
0.061460018157958984,0.10047483444213867,0.09752702713012695,0.09771108627319336,0.10423803329467773,0.11619997024536133,0.03694891929626465
0.06083202362060547,0.10206913948059082,0.09855914115905762,0.09879231452941895,0.10060596466064453,0.11708784103393555,0.03698611259460449
0.06048583984375,0.10075521469116211,0.1031951904296875,0.09958982467651367,0.10320496559143066,0.11766982078552246,0.0379939079284668
0.06145906448364258,0.10686206817626953,0.1021738052368164,0.1150212287902832,0.10744976997375488,0.12147831916809082,0.03676009178161621
0.06131601333618164,0.09938216209411621,0.09659099578857422,0.10601997375488281,0.10275101661682129,0.11461210250854492,0.03781604766845703
0.060938119888305664,0.10250711441040039,0.09935307502746582,0.09981393814086914,0.10248589515686035,0.1177520751953125,0.0367891788482666
0.06272578239440918,0.10279393196105957,0.10304737091064453,0.09986495971679688,0.10204911231994629,0.1145029067993164,0.03768301010131836
0.06299805641174316,0.10222125053405762,0.09931492805480957,0.10179877281188965,0.10298991203308105,0.12408804893493652,0.03841876983642578
0.05940413475036621,0.09908604621887207,0.10454797744750977,0.10367798805236816,0.10033583641052246,0.11844396591186523,0.037490129470825195
0.06265091896057129,0.10866284370422363,0.10231590270996094,0.11192607879638672,0.1089332103729248,0.12111401557922363,0.03713202476501465
